"","scenario","true.pi","dist.of.pi","num.studies","sample.sizes","heterogeneity","bias","bias.prop","RMSE","RMSE.prop","coverage"
"633",633,0.3,"beta",15,"small",0.1,-8.387487758462e-05,-0.000279582925282067,0.000528036288676892,0.00176012096225631,0.952
"634",634,0.3,"beta",15,"small",0.5,0.000709358324459337,0.00236452774819779,0.000652703671046969,0.0021756789034899,0.916
"635",635,0.3,"beta",15,"medium",0.1,-0.000128855730238482,-0.00042951910079494,0.000120434547738751,0.000401448492462505,0.935
"636",636,0.3,"beta",15,"medium",0.5,-0.0007380278174786,-0.00246009272492867,0.000266063473142706,0.00088687824380902,0.794
"637",637,0.3,"beta",15,"large",0.1,5.29772677208867e-06,1.76590892402955e-05,2.92422732756465e-05,9.74742442521551e-05,0.923
"638",638,0.3,"beta",15,"large",0.5,-0.00041907875902613,-0.00139692919675377,0.000172179622851343,0.000573932076171144,0.522
"639",639,0.3,"beta",15,"mix",0.1,-0.000825990880993058,-0.00275330293664353,0.00014878062840329,0.000495935428010966,0.938
"640",640,0.3,"beta",15,"mix",0.5,-0.000848764169388794,-0.00282921389796265,0.000565004643479862,0.00188334881159954,0.658
"641",641,0.3,"beta",30,"small",0.1,3.4990785996263e-05,0.000116635953320877,0.000239605232941935,0.000798684109806449,0.948
"642",642,0.3,"beta",30,"small",0.5,-0.00055715541293845,-0.00185718470979483,0.000348523540431749,0.0011617451347725,0.894
"643",643,0.3,"beta",30,"medium",0.1,0.000194772130072425,0.000649240433574749,5.75254058922265e-05,0.000191751352974088,0.942
"644",644,0.3,"beta",30,"medium",0.5,-0.000111305042485516,-0.000371016808285052,0.000127085558595165,0.000423618528650551,0.793
"645",645,0.3,"beta",30,"large",0.1,-1.86604089324828e-05,-6.22013631082759e-05,1.55967862654441e-05,5.19892875514805e-05,0.918
"646",646,0.3,"beta",30,"large",0.5,4.18393149300086e-05,0.000139464383100029,8.73155539844523e-05,0.000291051846614841,0.526
"647",647,0.3,"beta",30,"mix",0.1,0.000660923865078823,0.00220307955026274,6.72464684638752e-05,0.000224154894879584,0.936
"648",648,0.3,"beta",30,"mix",0.5,-0.000349209598909303,-0.00116403199636434,0.000253943356422999,0.000846477854743331,0.623
"649",649,0.4,"NA",5,"small",0,0.000944155290900247,0.00236038822725062,0.00169132464608568,0.0042283116152142,0.948
"650",650,0.4,"NA",5,"medium",0,-0.000942509666850149,-0.00235627416712537,0.000374700009021112,0.00093675002255278,0.949
"651",651,0.4,"NA",5,"large",0,-0.000713016772033925,-0.00178254193008481,7.98933175283729e-05,0.000199733293820932,0.955
"652",652,0.4,"NA",5,"mix",0,-0.000286595709608164,-0.000716489274020411,0.000308022082048835,0.000770055205122088,0.946
"653",653,0.4,"NA",5,"small",0,0.000407445100836238,0.0010186127520906,0.00193525286634678,0.00483813216586696,0.95
"654",654,0.4,"NA",5,"medium",0,0.000394595598072063,0.000986488995180158,0.000385152521321325,0.000962881303303313,0.954
"655",655,0.4,"NA",5,"large",0,0.000210426284905318,0.000526065712263296,8.52336318738454e-05,0.000213084079684613,0.952
"656",656,0.4,"NA",5,"mix",0,-0.000790578149034948,-0.00197644537258737,0.00024893896044377,0.000622347401109424,0.966
"657",657,0.4,"NA",15,"small",0,0.000360909669505314,0.000902274173763284,0.000606528018058062,0.00151632004514516,0.951
"658",658,0.4,"NA",15,"medium",0,0.000302642346813893,0.000756605867034733,0.000125966447458681,0.000314916118646702,0.954
"659",659,0.4,"NA",15,"large",0,4.43619317693101e-05,0.000110904829423275,2.6504272673455e-05,6.62606816836375e-05,0.948
"660",660,0.4,"NA",15,"mix",0,-0.000283937348306945,-0.000709843370767362,0.000157356487442084,0.000393391218605211,0.951
"661",661,0.4,"NA",15,"small",0,0.000269836097394541,0.000674590243486352,0.000613909812502523,0.00153477453125631,0.946
"662",662,0.4,"NA",15,"medium",0,4.73164535623963e-05,0.000118291133905991,0.000127355666271091,0.000318389165677728,0.946
"663",663,0.4,"NA",15,"large",0,5.64058847229376e-07,1.41014711807344e-06,2.40826307730128e-05,6.02065769325319e-05,0.958
"664",664,0.4,"NA",15,"mix",0,-9.90108476329709e-05,-0.000247527119082427,0.000148127050184756,0.00037031762546189,0.952
"665",665,0.4,"NA",30,"small",0,0.000350423406886201,0.000876058517215503,0.000265434783711559,0.000663586959278898,0.962
"666",666,0.4,"NA",30,"medium",0,-0.000453478639862435,-0.00113369659965609,6.2388029291741e-05,0.000155970073229353,0.952
"667",667,0.4,"NA",30,"large",0,7.95853899564464e-05,0.000198963474891116,1.33895269286984e-05,3.34738173217461e-05,0.94
"668",668,0.4,"NA",30,"mix",0,0.000246377844407552,0.000615944611018879,6.38719630849497e-05,0.000159679907712374,0.957
"669",669,0.4,"NA",30,"small",0,-0.000395484087928493,-0.000988710219821232,0.000304827134127992,0.00076206783531998,0.945
"670",670,0.4,"NA",30,"medium",0,-0.000354945848029119,-0.000887364620072798,6.41117207575708e-05,0.000160279301893927,0.948
"671",671,0.4,"NA",30,"large",0,3.54849167613916e-05,8.8712291903479e-05,1.38750448026204e-05,3.46876120065509e-05,0.946
"672",672,0.4,"NA",30,"mix",0,0.000406909635348118,0.0010172740883703,6.75533079972714e-05,0.000168883269993178,0.955
"673",673,0.4,"unif",5,"small",0.1,-0.000959197404818088,-0.00239799351204522,0.00195060463715587,0.00487651159288968,0.948
"674",674,0.4,"unif",5,"small",0.5,-0.00326078610190737,-0.00815196525476842,0.00340530399406702,0.00851325998516756,0.856
"675",675,0.4,"unif",5,"medium",0.1,0.000287930245556541,0.000719825613891351,0.000452632385484521,0.0011315809637113,0.937
"676",676,0.4,"unif",5,"medium",0.5,-0.000533008176901354,-0.00133252044225338,0.00180894671365966,0.00452236678414914,0.629
"677",677,0.4,"unif",5,"large",0.1,6.54308943927818e-05,0.000163577235981954,0.000141737878083432,0.000354344695208579,0.861
"678",678,0.4,"unif",5,"large",0.5,0.000759371812088762,0.0018984295302219,0.00157111580867689,0.00392778952169222,0.327
"679",679,0.4,"unif",5,"mix",0.1,0.000638556248026256,0.00159639062006564,0.00040475414049147,0.00101188535122867,0.892
"680",680,0.4,"unif",5,"mix",0.5,0.00180510658701802,0.00451276646754506,0.00330179565994864,0.00825448914987161,0.361
"681",681,0.4,"unif",15,"small",0.1,0.000258821915002613,0.000647054787506533,0.000615124884301099,0.00153781221075275,0.946
"682",682,0.4,"unif",15,"small",0.5,-0.000885101212989735,-0.00221275303247434,0.00115593167569482,0.00288982918923704,0.841
"683",683,0.4,"unif",15,"medium",0.1,0.00055856100459378,0.00139640251148445,0.000145561881085059,0.000363904702712646,0.934
"684",684,0.4,"unif",15,"medium",0.5,-0.00150105634117907,-0.00375264085294769,0.000586465957594464,0.00146616489398616,0.638
"685",685,0.4,"unif",15,"large",0.1,0.000456516258418599,0.0011412906460465,4.29121152903301e-05,0.000107280288225825,0.867
"686",686,0.4,"unif",15,"large",0.5,0.000526013284849731,0.00131503321212433,0.0005178933099686,0.0012947332749215,0.338
"687",687,0.4,"unif",15,"mix",0.1,-0.000439678163110159,-0.0010991954077754,0.000206053120954339,0.000515132802385848,0.918
"688",688,0.4,"unif",15,"mix",0.5,-0.000380798250485092,-0.00095199562621273,0.00133156109767262,0.00332890274418154,0.489
"689",689,0.4,"unif",30,"small",0.1,0.00098359592487676,0.0024589898121919,0.000301496196039812,0.00075374049009953,0.938
"690",690,0.4,"unif",30,"small",0.5,-0.00120240491430363,-0.00300601228575908,0.000514719434878964,0.00128679858719741,0.862
"691",691,0.4,"unif",30,"medium",0.1,5.78756206695852e-05,0.000144689051673963,7.44896648130004e-05,0.000186224162032501,0.934
"692",692,0.4,"unif",30,"medium",0.5,-0.000465612052314475,-0.00116403013078619,0.000298215689098158,0.000745539222745394,0.661
"693",693,0.4,"unif",30,"large",0.1,-0.000257413347288573,-0.000643533368221432,2.36964627212499e-05,5.92411568031247e-05,0.858
"694",694,0.4,"unif",30,"large",0.5,-0.000144360775328182,-0.000360901938320456,0.000268440111879568,0.000671100279698919,0.337
"695",695,0.4,"unif",30,"mix",0.1,0.000319529873453984,0.000798824683634961,8.63247823978974e-05,0.000215811955994744,0.91
"696",696,0.4,"unif",30,"mix",0.5,-0.00102241586853146,-0.00255603967132866,0.000666660922064263,0.00166665230516066,0.44
"697",697,0.4,"beta",5,"small",0.1,0.00137316545425132,0.0034329136356283,0.00198681495588127,0.00496703738970316,0.94
"698",698,0.4,"beta",5,"small",0.5,-0.00094021759371595,-0.00235054398428988,0.00365666280030802,0.00914165700077004,0.828
"699",699,0.4,"beta",5,"medium",0.1,0.000583330719758552,0.00145832679939638,0.000493234603215726,0.00123308650803931,0.918
"700",700,0.4,"beta",5,"medium",0.5,3.07940904254516e-05,7.69852260636289e-05,0.00180043874441128,0.00450109686102821,0.623
"701",701,0.4,"beta",5,"large",0.1,0.00016853242022191,0.000421331050554776,0.000149724585208385,0.000374311463020964,0.849
"702",702,0.4,"beta",5,"large",0.5,0.000179169225378204,0.000447923063445509,0.00145333900385357,0.00363334750963392,0.358
"703",703,0.4,"beta",5,"mix",0.1,-0.000648961043288277,-0.00162240260822069,0.000440483985728249,0.00110120996432062,0.874
"704",704,0.4,"beta",5,"mix",0.5,0.000381344582026886,0.000953361455067216,0.00329316799826043,0.00823291999565107,0.414
"705",705,0.4,"beta",15,"small",0.1,-0.00119627544725514,-0.00299068861813784,0.000648320516813186,0.00162080129203296,0.934
"706",706,0.4,"beta",15,"small",0.5,-0.00102801775255001,-0.00257004438137501,0.00105344010088972,0.00263360025222429,0.871
"707",707,0.4,"beta",15,"medium",0.1,8.59072296384581e-05,0.000214768074096145,0.000151866926477942,0.000379667316194854,0.927
"708",708,0.4,"beta",15,"medium",0.5,-0.000136689729107674,-0.000341724322769185,0.000571001278144389,0.00142750319536097,0.638
"709",709,0.4,"beta",15,"large",0.1,0.000199349534380137,0.000498373835950342,4.68027757673918e-05,0.000117006939418479,0.866
"710",710,0.4,"beta",15,"large",0.5,-4.03539249244416e-05,-0.000100884812311104,0.000524919231263545,0.00131229807815886,0.334
"711",711,0.4,"beta",15,"mix",0.1,-0.000237105114980386,-0.000592762787450966,0.000200221361011428,0.00050055340252857,0.919
"712",712,0.4,"beta",15,"mix",0.5,-0.00135586670826592,-0.00338966677066479,0.00154315908195216,0.00385789770488039,0.459
"713",713,0.4,"beta",30,"small",0.1,-0.000830004808660697,-0.00207501202165174,0.000328309208980468,0.00082077302245117,0.938
"714",714,0.4,"beta",30,"small",0.5,-2.8438691378811e-05,-7.10967284470275e-05,0.000553888921240395,0.00138472230310099,0.85
"715",715,0.4,"beta",30,"medium",0.1,-0.000180982232122481,-0.000452455580306202,6.9963829204229e-05,0.000174909573010573,0.936
"716",716,0.4,"beta",30,"medium",0.5,-0.000205736824524302,-0.000514342061310756,0.000300094205344106,0.000750235513360266,0.648
"717",717,0.4,"beta",30,"large",0.1,-2.24079030505721e-05,-5.60197576264303e-05,2.35304899912417e-05,5.88262249781042e-05,0.849
"718",718,0.4,"beta",30,"large",0.5,-0.000453433974719828,-0.00113358493679957,0.000278102568731554,0.000695256421828886,0.317
"719",719,0.4,"beta",30,"mix",0.1,-0.000452044739559511,-0.00113011184889878,8.38913455325294e-05,0.000209728363831324,0.914
"720",720,0.4,"beta",30,"mix",0.5,6.67199990477896e-05,0.000166799997619474,0.000711822328138839,0.0017795558203471,0.459
"721",721,0.5,"NA",5,"small",0,-0.000216801201156176,-0.000433602402312352,0.00185804393787894,0.00371608787575788,0.962
"722",722,0.5,"NA",5,"medium",0,0.00140151051481166,0.00280302102962332,0.000422670913277566,0.000845341826555132,0.947
"723",723,0.5,"NA",5,"large",0,4.55569747181015e-05,9.11139494362031e-05,9.08482292996956e-05,0.000181696458599391,0.957
"724",724,0.5,"NA",5,"mix",0,-6.53531805908516e-05,-0.000130706361181703,0.000279291709225187,0.000558583418450374,0.953
"725",725,0.5,"NA",5,"small",0,-0.00184868112979083,-0.00369736225958166,0.00186093251651511,0.00372186503303023,0.953
"726",726,0.5,"NA",5,"medium",0,-0.000803610217997697,-0.00160722043599539,0.000423640712253066,0.000847281424506131,0.949
"727",727,0.5,"NA",5,"large",0,0.000315280425564178,0.000630560851128355,7.91770576339308e-05,0.000158354115267862,0.958
"728",728,0.5,"NA",5,"mix",0,-0.000487485965800634,-0.000974971931601267,0.000293905420138926,0.000587810840277851,0.951
"729",729,0.5,"NA",15,"small",0,-0.000441138976917016,-0.000882277953834032,0.000617961923090759,0.00123592384618152,0.946
"730",730,0.5,"NA",15,"medium",0,6.38540263004084e-07,1.27708052600817e-06,0.000138646286270711,0.000277292572541422,0.939
"731",731,0.5,"NA",15,"large",0,5.35134095153909e-05,0.000107026819030782,2.91106715851814e-05,5.82213431703629e-05,0.935
"732",732,0.5,"NA",15,"mix",0,-2.72034955958737e-05,-5.44069911917473e-05,0.000153793831634447,0.000307587663268895,0.961
"733",733,0.5,"NA",15,"small",0,0.00140540876541883,0.00281081753083766,0.00060113488701371,0.00120226977402742,0.944
"734",734,0.5,"NA",15,"medium",0,9.86792465864886e-05,0.000197358493172977,0.000139202736762958,0.000278405473525915,0.941
"735",735,0.5,"NA",15,"large",0,5.31696698917625e-05,0.000106339339783525,3.00535477873072e-05,6.01070955746143e-05,0.935
"736",736,0.5,"NA",15,"mix",0,0.000477428077353494,0.000954856154706988,0.000177476403748937,0.000354952807497873,0.942
"737",737,0.5,"NA",30,"small",0,0.000808132411020574,0.00161626482204115,0.000317446972554132,0.000634893945108263,0.944
"738",738,0.5,"NA",30,"medium",0,-0.000268937993911557,-0.000537875987823114,6.74171960676794e-05,0.000134834392135359,0.95
"739",739,0.5,"NA",30,"large",0,-0.000127963978142091,-0.000255927956284182,1.28745619885228e-05,2.57491239770457e-05,0.963
"740",740,0.5,"NA",30,"mix",0,4.59311807579331e-05,9.18623615158662e-05,7.48992395591854e-05,0.000149798479118371,0.943
"741",741,0.5,"NA",30,"small",0,-0.00125702129812014,-0.00251404259624027,0.000302382418881788,0.000604764837763575,0.944
"742",742,0.5,"NA",30,"medium",0,0.000464954154161548,0.000929908308323097,6.49902697040191e-05,0.000129980539408038,0.947
"743",743,0.5,"NA",30,"large",0,0.000310043813313552,0.000620087626627104,1.44000406033771e-05,2.88000812067541e-05,0.945
"744",744,0.5,"NA",30,"mix",0,0.000360476950063719,0.000720953900127438,6.52588256921438e-05,0.000130517651384288,0.949
"745",745,0.5,"unif",5,"small",0.1,0.00248794371007354,0.00497588742014708,0.00197033877998444,0.00394067755996889,0.952
"746",746,0.5,"unif",5,"small",0.5,0.00127970434828105,0.00255940869656209,0.00547187584461824,0.0109437516892365,0.741
"747",747,0.5,"unif",5,"medium",0.1,0.000718402557803728,0.00143680511560746,0.000554086156276447,0.00110817231255289,0.904
"748",748,0.5,"unif",5,"medium",0.5,0.00462409206593203,0.00924818413186406,0.00392175246842006,0.00784350493684012,0.458
"749",749,0.5,"unif",5,"large",0.1,0.000603395726559104,0.00120679145311821,0.000224953052991993,0.000449906105983986,0.767
"750",750,0.5,"unif",5,"large",0.5,0.00344096938257413,0.00688193876514825,0.00361344377593264,0.00722688755186527,0.22
"751",751,0.5,"unif",5,"mix",0.1,0.000180308113984568,0.000360616227969136,0.000574618575465589,0.00114923715093118,0.835
"752",752,0.5,"unif",5,"mix",0.5,-0.00047301777008444,-0.00094603554016888,0.00743278718715568,0.0148655743743114,0.291
"753",753,0.5,"unif",15,"small",0.1,0.000169389462806967,0.000338778925613934,0.000653805739403803,0.00130761147880761,0.939
"754",754,0.5,"unif",15,"small",0.5,-0.000773599702002157,-0.00154719940400431,0.00177434904948866,0.00354869809897732,0.755
"755",755,0.5,"unif",15,"medium",0.1,-6.28222442764692e-06,-1.25644488552938e-05,0.000185530485226608,0.000371060970453216,0.905
"756",756,0.5,"unif",15,"medium",0.5,5.12364111068879e-06,1.02472822213776e-05,0.00128295196371415,0.00256590392742831,0.481
"757",757,0.5,"unif",15,"large",0.1,-4.87268384737529e-05,-9.74536769475058e-05,7.68991177541247e-05,0.000153798235508249,0.752
"758",758,0.5,"unif",15,"large",0.5,-0.000684886516218394,-0.00136977303243679,0.00121315189570891,0.00242630379141781,0.217
"759",759,0.5,"unif",15,"mix",0.1,-0.000254982187351686,-0.000509964374703371,0.000271272774583576,0.000542545549167153,0.86
"760",760,0.5,"unif",15,"mix",0.5,-0.00238513169019777,-0.00477026338039554,0.00325931002151785,0.00651862004303569,0.319
"761",761,0.5,"unif",30,"small",0.1,0.000370382517883123,0.000740765035766246,0.000329159119578772,0.000658318239157545,0.94
"762",762,0.5,"unif",30,"small",0.5,0.00113923030331158,0.00227846060662316,0.000986999991573455,0.00197399998314691,0.718
"763",763,0.5,"unif",30,"medium",0.1,0.000190200080110592,0.000380400160221185,9.34520427359781e-05,0.000186904085471956,0.911
"764",764,0.5,"unif",30,"medium",0.5,0.000786522279514737,0.00157304455902947,0.000671465871217664,0.00134293174243533,0.457
"765",765,0.5,"unif",30,"large",0.1,-0.000265164660354326,-0.000530329320708653,3.60187419084598e-05,7.20374838169196e-05,0.766
"766",766,0.5,"unif",30,"large",0.5,-0.000778424656295674,-0.00155684931259135,0.000594268173416931,0.00118853634683386,0.233
"767",767,0.5,"unif",30,"mix",0.1,0.000464990024268804,0.000929980048537608,0.000127753153546952,0.000255506307093905,0.842
"768",768,0.5,"unif",30,"mix",0.5,0.000319174581903869,0.000638349163807739,0.00168779211728756,0.00337558423457512,0.28
"769",769,0.5,"beta",5,"small",0.1,-0.000513617518280377,-0.00102723503656075,0.00205584500678664,0.00411169001357327,0.945
"770",770,0.5,"beta",5,"small",0.5,-0.00267378727838983,-0.00534757455677966,0.0056453370448931,0.0112906740897862,0.737
"771",771,0.5,"beta",5,"medium",0.1,0.00205909947597162,0.00411819895194324,0.000556954354489618,0.00111390870897924,0.906
"772",772,0.5,"beta",5,"medium",0.5,-0.000205418702742955,-0.00041083740548591,0.00391526531696077,0.00783053063392153,0.485
"773",773,0.5,"beta",5,"large",0.1,0.000485808841517888,0.000971617683035775,0.000238336833726678,0.000476673667453355,0.767
"774",774,0.5,"beta",5,"large",0.5,0.00118729579065887,0.00237459158131773,0.00362382415036954,0.00724764830073908,0.238
"775",775,0.5,"beta",5,"mix",0.1,0.000739600355805136,0.00147920071161027,0.000579763370073142,0.00115952674014628,0.813
"776",776,0.5,"beta",5,"mix",0.5,0.000932828958453992,0.00186565791690798,0.00776716818947238,0.0155343363789448,0.27
"777",777,0.5,"beta",15,"small",0.1,0.00161935833993918,0.00323871667987837,0.000669238848848719,0.00133847769769744,0.935
"778",778,0.5,"beta",15,"small",0.5,7.63598488458686e-05,0.000152719697691737,0.00186752567808318,0.00373505135616636,0.739
"779",779,0.5,"beta",15,"medium",0.1,2.31951239304832e-05,4.63902478609665e-05,0.000184232712213351,0.000368465424426702,0.91
"780",780,0.5,"beta",15,"medium",0.5,0.000271691405696457,0.000543382811392914,0.00139748739144894,0.00279497478289788,0.443
"781",781,0.5,"beta",15,"large",0.1,-9.87796419488692e-05,-0.000197559283897738,7.72582571590807e-05,0.000154516514318161,0.75
"782",782,0.5,"beta",15,"large",0.5,-0.00206108671625473,-0.00412217343250946,0.00122526874630628,0.00245053749261257,0.238
"783",783,0.5,"beta",15,"mix",0.1,-0.000599204472093586,-0.00119840894418717,0.000299791638832402,0.000599583277664804,0.853
"784",784,0.5,"beta",15,"mix",0.5,-0.00131648150174071,-0.00263296300348142,0.00330715984588244,0.00661431969176489,0.333
"785",785,0.5,"beta",30,"small",0.1,-4.92033058251049e-05,-9.84066116502098e-05,0.000349851526857084,0.000699703053714167,0.943
"786",786,0.5,"beta",30,"small",0.5,-0.000281883624718775,-0.000563767249437551,0.000954836662216217,0.00190967332443243,0.734
"787",787,0.5,"beta",30,"medium",0.1,-0.000298475758784528,-0.000596951517569055,8.82315840315842e-05,0.000176463168063168,0.903
"788",788,0.5,"beta",30,"medium",0.5,0.000387063518105505,0.00077412703621101,0.00064445832822619,0.00128891665645238,0.45
"789",789,0.5,"beta",30,"large",0.1,-6.37021499066836e-05,-0.000127404299813367,3.84322129576226e-05,7.68644259152452e-05,0.768
"790",790,0.5,"beta",30,"large",0.5,-0.00103275165795101,-0.00206550331590201,0.000607442683630905,0.00121488536726181,0.223
"791",791,0.5,"beta",30,"mix",0.1,7.88879359821498e-06,1.577758719643e-05,0.000132852646458001,0.000265705292916002,0.836
"792",792,0.5,"beta",30,"mix",0.5,-0.000176742656761654,-0.000353485313523308,0.00159645773041227,0.00319291546082454,0.338
